GeneID	Annotation	Class
Tb927.10.5290	HIRA-interacting protein 5, putative	ZUnknown
Tb927.10.12670	Hypothetical conserved in trypanosoma, Leish match not syntenic	ZUnknown
Tb927.1.10	hypothetical protein	ZUnknown
Tb927.1.2310	hypothetical protein	ZUnknown
Tb927.1.2420	hypothetical protein	ZUnknown
Tb927.1.2760	hypothetical protein	ZUnknown
Tb927.1.30	hypothetical protein	ZUnknown
Tb927.1.3350	hypothetical protein	ZUnknown
Tb927.1.3550	hypothetical protein	ZUnknown
Tb927.1.3890	hypothetical protein	ZUnknown
Tb927.1.40	hypothetical protein	ZUnknown
Tb927.1.4020	hypothetical protein	ZUnknown
Tb927.1.4970	hypothetical protein	ZUnknown
Tb927.1.5180	hypothetical protein	ZUnknown
Tb927.1.5250	hypothetical protein	ZUnknown
Tb927.1.5260	hypothetical protein	ZUnknown
Tb927.10.1000	hypothetical protein	ZUnknown
Tb927.10.1010	hypothetical protein	ZUnknown
Tb927.10.1020	hypothetical protein	ZUnknown
Tb927.10.10270	hypothetical protein	ZUnknown
Tb927.10.11710	hypothetical protein	ZUnknown
Tb927.10.12280	hypothetical protein	ZUnknown
Tb927.10.12320	hypothetical protein	ZUnknown
Tb927.10.12560	hypothetical protein	ZUnknown
Tb927.10.12570	hypothetical protein	ZUnknown
Tb927.10.12580	hypothetical protein	ZUnknown
Tb927.10.12600	methyltransferase domain containing protein, putative	ZUnknown
Tb927.10.12610	hypothetical protein	ZUnknown
Tb927.10.12790	hypothetical protein	ZUnknown
Tb927.10.13060	hypothetical protein	ZUnknown
Tb927.10.13410	hypothetical protein	ZUnknown
Tb927.10.13460	hypothetical protein	ZUnknown
Tb927.10.13530	hypothetical protein	ZUnknown
Tb927.10.14050	hypothetical protein	ZUnknown
Tb927.10.14060	hypothetical protein	ZUnknown
Tb927.10.14290	hypothetical protein	ZUnknown
Tb927.10.14940	hypothetical protein	ZUnknown
Tb927.10.15980	hypothetical protein	ZUnknown
Tb927.10.16010	hypothetical protein	ZUnknown
Tb927.10.1670	hypothetical protein	ZUnknown
Tb927.10.1760	hypothetical protein	ZUnknown
Tb927.10.1770	hypothetical protein	ZUnknown
Tb927.10.1780	hypothetical protein	ZUnknown
Tb927.10.2170	hypothetical protein	ZUnknown
Tb927.10.2400	hypothetical protein	ZUnknown
Tb927.10.2450	hypothetical protein	ZUnknown
Tb927.10.2850	hypothetical protein	ZUnknown
Tb927.10.3050	hypothetical protein	ZUnknown
Tb927.10.3190	hypothetical protein	ZUnknown
Tb927.10.3410	hypothetical protein	ZUnknown
Tb927.10.4030	hypothetical protein	ZUnknown
Tb927.10.4190	hypothetical protein	ZUnknown
Tb927.10.4350	hypothetical protein	ZUnknown
Tb927.10.4360	hypothetical protein	ZUnknown
Tb927.10.4410	hypothetical protein	ZUnknown
Tb927.10.4960	hypothetical protein	ZUnknown
Tb927.10.5190	Kinesin associated protein, putative	ZUnknown
Tb927.10.5720	hypothetical protein	ZUnknown
Tb927.10.5730	hypothetical protein	ZUnknown
Tb927.10.6270	hypothetical protein	ZUnknown
Tb927.10.6420	hypothetical protein	ZUnknown
Tb927.10.6430	hypothetical protein	ZUnknown
Tb927.10.6470	hypothetical protein	ZUnknown
Tb927.10.6580	hypothetical protein	ZUnknown
Tb927.10.7150	hypothetical protein	ZUnknown
Tb927.10.7170	hypothetical protein	ZUnknown
Tb927.10.7530	hypothetical protein	ZUnknown
Tb927.10.7640	hypothetical protein	ZUnknown
Tb927.10.7650	hypothetical protein	ZUnknown
Tb927.10.7660	hypothetical protein	ZUnknown
Tb927.10.7770	hypothetical protein	ZUnknown
Tb927.10.7950	hypothetical protein	ZUnknown
Tb927.10.8340	hypothetical protein	ZUnknown
Tb927.10.8350	hypothetical protein	ZUnknown
Tb927.10.9450	invariant surface glycoprotein, putative	ZUnknown
Tb927.10.9510	hypothetical protein	ZUnknown
Tb927.10.9530	hypothetical protein	ZUnknown
Tb927.10.9550	hypothetical protein	ZUnknown
Tb927.10.9580	hypothetical protein	ZUnknown
Tb927.10.9610	hypothetical protein	ZUnknown
Tb927.10.9630	hypothetical protein	ZUnknown
Tb927.11.10680	hypothetical protein	ZUnknown
Tb927.11.10830	hypothetical protein	ZUnknown
Tb927.11.11140	hypothetical protein	ZUnknown
Tb927.11.11420	hypothetical protein	ZUnknown
Tb927.11.11880	conserved protein	ZUnknown
Tb927.11.11970	hypothetical protein	ZUnknown
Tb927.11.11990	hypothetical protein	ZUnknown
Tb927.11.12010	hypothetical protein	ZUnknown
Tb927.11.12130	hypothetical protein	ZUnknown
Tb927.11.12140	hypothetical protein	ZUnknown
Tb927.11.12730	hypothetical protein	ZUnknown
Tb927.11.12990	hypothetical protein	ZUnknown
Tb927.11.13160	hypothetical protein	ZUnknown
Tb927.11.13430	hypothetical protein	ZUnknown
Tb927.11.13720	hypothetical protein	ZUnknown
Tb927.11.14510	hypothetical protein	ZUnknown
Tb927.11.15260	hypothetical protein	ZUnknown
Tb927.11.15320	hypothetical protein	ZUnknown
Tb927.11.15380	hypothetical protein	ZUnknown
Tb927.11.15390	hypothetical protein	ZUnknown
Tb927.11.15670	hypothetical protein	ZUnknown
Tb927.11.15720	hypothetical protein	ZUnknown
Tb927.11.16180	hypothetical protein	ZUnknown
Tb927.11.16190	hypothetical protein	ZUnknown
Tb927.11.16780	hypothetical protein	ZUnknown
Tb927.11.1730	hypothetical protein	ZUnknown
Tb927.11.17910	hypothetical protein	ZUnknown
Tb927.11.1920	hypothetical protein	ZUnknown
Tb927.11.2450	hypothetical protein	ZUnknown
Tb927.11.2480	hypothetical protein	ZUnknown
Tb927.11.2870	hypothetical protein	ZUnknown
Tb927.11.3040	hypothetical protein	ZUnknown
Tb927.11.3050	hypothetical protein	ZUnknown
Tb927.11.3210	hypothetical protein	ZUnknown
Tb927.11.3370	hypothetical protein	ZUnknown
Tb927.11.3760	hypothetical protein	ZUnknown
Tb927.11.4070	hypothetical protein	ZUnknown
Tb927.11.4310	hypothetical protein	ZUnknown
Tb927.11.4440	hypothetical protein	ZUnknown
Tb927.11.4580	hypothetical protein	ZUnknown
Tb927.11.4760	hypothetical protein	ZUnknown
Tb927.11.4790	hypothetical protein	ZUnknown
Tb927.11.6650	hypothetical protein	ZUnknown
Tb927.11.6860	hypothetical protein	ZUnknown
Tb927.11.6880	hypothetical protein	ZUnknown
Tb927.11.7810	hypothetical protein	ZUnknown
Tb927.11.7990	hypothetical protein	ZUnknown
Tb927.11.820	hypothetical protein	ZUnknown
Tb927.11.8340	hypothetical protein	ZUnknown
Tb927.11.8360	hypothetical protein	ZUnknown
Tb927.11.8830	Enriched in surface-labeled proteome protein 2 (ESP2)	ZUnknown
Tb927.11.8840	hypothetical protein	ZUnknown
Tb927.11.9380	hypothetical protein	ZUnknown
Tb927.11.9410	hypothetical protein	ZUnknown
Tb927.2.1600	invariant surface glycoprotein, putative	ZUnknown
Tb927.2.2090	hypothetical protein	ZUnknown
Tb927.2.2490	hypothetical protein	ZUnknown
Tb927.2.3330	hypothetical protein	ZUnknown
Tb927.2.3340	hypothetical protein	ZUnknown
Tb927.2.4440	hypothetical protein	ZUnknown
Tb927.2.5710	hypothetical protein	ZUnknown
Tb927.3.1650	hypothetical protein	ZUnknown
Tb927.3.2590	hypothetical protein	ZUnknown
Tb927.3.2720	hypothetical protein	ZUnknown
Tb927.3.2800	hypothetical protein	ZUnknown
Tb927.3.3210	hypothetical protein	ZUnknown
Tb927.3.3600	hypothetical protein	ZUnknown
Tb927.3.3700	hypothetical protein	ZUnknown
Tb927.3.4010	hypothetical protein	ZUnknown
Tb927.3.4180	hypothetical protein	ZUnknown
Tb927.3.4830	hypothetical protein	ZUnknown
Tb927.3.5670	hypothetical protein	ZUnknown
Tb927.3.5770	hypothetical protein	ZUnknown
Tb927.3.5780	hypothetical protein	ZUnknown
Tb927.3.600	hypothetical protein	ZUnknown
Tb927.3.670	hypothetical protein	ZUnknown
Tb927.4.1010	hypothetical protein	ZUnknown
Tb927.4.1210	hypothetical protein	ZUnknown
Tb927.4.1230	hypothetical protein	ZUnknown
Tb927.4.2050	hypothetical protein	ZUnknown
Tb927.4.2090	hypothetical protein	ZUnknown
Tb927.4.2100	hypothetical protein	ZUnknown
Tb927.4.2610	hypothetical protein	ZUnknown
Tb927.4.2690	hypothetical protein	ZUnknown
Tb927.4.2810	hypothetical protein	ZUnknown
Tb927.4.3480	hypothetical protein	ZUnknown
Tb927.4.3760	hypothetical protein	ZUnknown
Tb927.4.4390	hypothetical protein	ZUnknown
Tb927.4.4770	hypothetical protein	ZUnknown
Tb927.4.4780	hypothetical protein	ZUnknown
Tb927.4.4900	hypothetical protein	ZUnknown
Tb927.4.5060	hypothetical protein	ZUnknown
Tb927.4.5220	hypothetical protein	ZUnknown
Tb927.4.5330	hypothetical protein	ZUnknown
Tb927.4.5440	hypothetical protein	ZUnknown
Tb927.5.1040	hypothetical protein	ZUnknown
Tb927.5.1050	hypothetical protein	ZUnknown
Tb927.5.1380	hypothetical protein	ZUnknown
Tb927.5.1480	hypothetical protein	ZUnknown
Tb927.5.1740	hypothetical protein	ZUnknown
Tb927.5.2010	hypothetical protein	ZUnknown
Tb927.5.2870	hypothetical protein	ZUnknown
Tb927.5.310	invariant surface glycoprotein, putative	ZUnknown
Tb927.5.3100	hypothetical protein	ZUnknown
Tb927.5.3130	hypothetical protein	ZUnknown
Tb927.5.3370	hypothetical protein	ZUnknown
Tb927.5.4000	hypothetical protein	ZUnknown
Tb927.5.4010	Enriched in surface-labeled proteome protein 4 (ESP4)	ZUnknown
Tb927.5.410	invariant surface glycoprotein, putative	ZUnknown
Tb927.5.540	hypothetical protein	ZUnknown
Tb927.5.620	invariant surface glycoprotein, putative	ZUnknown
Tb927.6.1150	hypothetical protein	ZUnknown
Tb927.6.1300	hypothetical protein	ZUnknown
Tb927.6.1790	hypothetical protein	ZUnknown
Tb927.6.2530	hypothetical protein	ZUnknown
Tb927.6.2950	hypothetical protein	ZUnknown
Tb927.6.3080	hypothetical protein	ZUnknown
Tb927.6.4110	hypothetical protein	ZUnknown
Tb927.6.420	hypothetical protein	ZUnknown
Tb927.6.4730	hypothetical protein	ZUnknown
Tb927.6.810	hypothetical protein	ZUnknown
Tb927.6.860	hypothetical protein	ZUnknown
Tb927.7.180	Trypanosomal VSG domain containing protein, putative	ZUnknown
Tb927.7.2430	hypothetical protein	ZUnknown
Tb927.7.330	Thioesterase-like superfamily, putative	ZUnknown
Tb927.7.3480	hypothetical protein	ZUnknown
Tb927.7.350	hypothetical protein	ZUnknown
Tb927.7.3690	hypothetical protein	ZUnknown
Tb927.7.4690	hypothetical protein	ZUnknown
Tb927.7.4720	hypothetical protein	ZUnknown
Tb927.7.5070	hypothetical protein	ZUnknown
Tb927.7.5860	hypothetical protein	ZUnknown
Tb927.7.6010	hypothetical protein	ZUnknown
Tb927.7.6020	hypothetical protein	ZUnknown
Tb927.7.6100	hypothetical protein	ZUnknown
Tb927.7.6330	hypothetical protein	ZUnknown
Tb927.7.6430	hypothetical protein	ZUnknown
Tb927.7.6690	Trypanosoma specific protein, unknown function	ZUnknown
Tb927.7.6700	hypothetical protein	ZUnknown
Tb927.7.6710	hypothetical protein	ZUnknown
Tb927.7.6780	hypothetical protein	ZUnknown
Tb927.7.7020	hypothetical protein	ZUnknown
Tb927.7.7100	hypothetical protein	ZUnknown
Tb927.7.7310	hypothetical protein	ZUnknown
Tb927.7.7350	hypothetical protein	ZUnknown
Tb927.7.7370	hypothetical protein	ZUnknown
Tb927.7.7390	hypothetical protein	ZUnknown
Tb927.8.1760	hypothetical protein	ZUnknown
Tb927.8.2320	hypothetical protein	ZUnknown
Tb927.8.3030	hypothetical protein	ZUnknown
Tb927.8.3270	hypothetical protein	ZUnknown
Tb927.8.3670	hypothetical protein	ZUnknown
Tb927.8.3760	hypothetical protein	ZUnknown
Tb927.8.4300	hypothetical protein	ZUnknown
Tb927.8.4490	hypothetical protein	ZUnknown
Tb927.8.490	hypothetical protein	ZUnknown
Tb927.8.500	hypothetical protein	ZUnknown
Tb927.8.5340	hypothetical protein	ZUnknown
Tb927.8.5790	hypothetical protein	ZUnknown
Tb927.8.5910	hypothetical protein	ZUnknown
Tb927.8.5930	hypothetical protein	ZUnknown
Tb927.8.6630	hypothetical protein	ZUnknown
Tb927.8.7190	hypothetical protein	ZUnknown
Tb927.8.7370	hypothetical protein	ZUnknown
Tb927.8.7550	hypothetical protein	ZUnknown
Tb927.8.7960	hypothetical protein	ZUnknown
Tb927.8.880	hypothetical protein	ZUnknown
Tb927.9.10650	hypothetical protein	ZUnknown
Tb927.9.10990	hypothetical protein	ZUnknown
Tb927.9.13160	hypothetical protein	ZUnknown
Tb927.9.13200	hypothetical protein	ZUnknown
Tb927.9.140	hypothetical protein	ZUnknown
Tb927.9.14440	hypothetical protein	ZUnknown
Tb927.9.14510	hypothetical protein	ZUnknown
Tb927.9.15480	hypothetical protein	ZUnknown
Tb927.9.15650	hypothetical protein	ZUnknown
Tb927.9.15690	hypothetical protein	ZUnknown
Tb927.9.15850	hypothetical protein	ZUnknown
Tb927.9.15870	hypothetical protein	ZUnknown
Tb927.9.15950	hypothetical protein	ZUnknown
Tb927.9.16060	hypothetical protein	ZUnknown
Tb927.9.16070	hypothetical protein	ZUnknown
Tb927.9.16410	hypothetical protein	ZUnknown
Tb927.9.16950	hypothetical protein	ZUnknown
Tb927.9.17730	hypothetical protein	ZUnknown
Tb927.9.17760	hypothetical protein	ZUnknown
Tb927.9.17940	hypothetical protein	ZUnknown
Tb927.9.2150	hypothetical protein	ZUnknown
Tb927.9.2890	hypothetical protein	ZUnknown
Tb927.9.2990	hypothetical protein	ZUnknown
Tb927.9.3180	hypothetical protein	ZUnknown
Tb927.9.3810	hypothetical protein	ZUnknown
Tb927.9.4450	hypothetical protein	ZUnknown
Tb927.9.6530	hypothetical protein	ZUnknown
Tb927.9.7270	hypothetical protein	ZUnknown
Tb927.9.7960	hypothetical protein	ZUnknown
Tb927.9.8320	hypothetical protein	ZUnknown
Tb927.9.8330	hypothetical protein	ZUnknown
Tb927.9.8500	hypothetical protein	ZUnknown
Tb927.9.910	Trypanosome variant surface glycoprotein (A-type), putative	ZUnknown
Tb927.9.920	hypothetical protein	ZUnknown
Tb927.10.7460	hypothetical protein	ZUnknown
Tb927.5.292b	hypothetical protein	ZUnknown
Tb927.11.13010	hypothetical protein	ZUnknown
Tb927.11.7700	hypothetical protein	ZUnknown
Tb927.5.293b	hypothetical protein	ZUnknown
Tb927.11.7660	hypothetical protein	ZUnknown
Tb927.11.7190	hypothetical protein	ZUnknown
Tb927.4.1240	hypothetical protein	ZUnknown
Tb927.7.7510	hypothetical protein	ZUnknown
Tb927.11.7650	hypothetical protein	ZUnknown
Tb927.11.7690	hypothetical protein	ZUnknown
Tb927.11.7910	hypothetical protein	ZUnknown
Tb06.3A7.960	hypothetical protein	ZUnknown
Tb927.10.10040	hypothetical protein	ZUnknown
Tb927.7.5800	hypothetical protein	ZUnknown
Tb927.10.2420	hypothetical protein	ZUnknown
Tb05.30F7.410	hypothetical protein	ZUnknown
Tb927.10.1640	hypothetical protein	ZUnknown
Tb927.10.5410	hypothetical protein	ZUnknown
Tb927.10.14120	hypothetical protein	ZUnknown
Tb07.26A24.210	hypothetical protein	ZUnknown
Tb927.1.5160	hypothetical protein	ZUnknown
Tb927.10.130	hypothetical protein	ZUnknown
Tb927.11.7670	Cornifin (SPRR) family, putative	ZUnknown
Tb927.5.297b	hypothetical protein	ZUnknown
Tb927.5.2000	hypothetical protein copurifies with MKT1	ZUnknown
Tb927.5.4020	hypothetical protein no clear yeast or human matches	ZUnknown
Tb927.7.470	Enriched in surface-labeled proteome protein 14 (ESP14)	ZUnknown
Tb927.8.7970	hypothetical protein, brucei-evansi-specific	ZUnknown
Tb11.02.5360	hypothetical protein, conserved	ZUnknown
Tb11.02.5370	hypothetical protein, conserved	ZUnknown
Tb11.02.5430	hypothetical protein, conserved	ZUnknown
Tb11.02.5440	hypothetical protein, conserved	ZUnknown
Tb927.1.1040	hypothetical protein, conserved	ZUnknown
Tb927.1.1210	conserved protein, unknown function	ZUnknown
Tb927.1.1390	hypothetical protein, conserved	ZUnknown
Tb927.1.1420	conserved protein, unknown function	ZUnknown
Tb927.1.1470	conserved protein, unknown function	ZUnknown
Tb927.1.1640	hypothetical protein, conserved	ZUnknown
Tb927.1.1750	conserved protein, unknown function	ZUnknown
Tb927.1.1840	conserved protein, unknown function	ZUnknown
Tb927.1.1850	hypothetical protein, conserved	ZUnknown
Tb927.1.1920	conserved protein, unknown function	ZUnknown
Tb927.1.2210	nucleosome assembly protein (NAP), putative	ZUnknown
Tb927.1.2320	hypothetical protein, conserved	ZUnknown
Tb927.1.2640	hypothetical protein, conserved	ZUnknown
Tb927.1.2700	hypothetical protein, conserved	ZUnknown
Tb927.1.2710	hypothetical protein, conserved	ZUnknown
Tb927.1.2730	hypothetical protein, conserved	ZUnknown
Tb927.1.2750	hypothetical protein, conserved	ZUnknown
Tb927.1.2770	hypothetical protein, conserved	ZUnknown
Tb927.1.2970	hypothetical protein, conserved	ZUnknown
Tb927.1.2980	hypothetical protein, conserved	ZUnknown
Tb927.1.2985	ER protein Pkr1, putative	ZUnknown
Tb927.1.3040	hypothetical protein, conserved	ZUnknown
Tb927.1.3050	tRNA (Uracil-5-)-methyltransferase, putative	ZUnknown
Tb927.1.3150	hypothetical protein, conserved	ZUnknown
Tb927.1.3170	CHORD, putative	ZUnknown
Tb927.1.3260	hypothetical protein, conserved	ZUnknown
Tb927.1.3270	hypothetical protein, conserved	ZUnknown
Tb927.1.3290	hypothetical protein, conserved	ZUnknown
Tb927.1.3390	Eukaryotic protein of unknown function (DUF866), putative	ZUnknown
Tb927.1.3400	hypothetical protein, conserved	ZUnknown
Tb927.1.3410	hypothetical protein, conserved	ZUnknown
Tb927.1.3450	hypothetical protein, conserved	ZUnknown
Tb927.1.3560	WW domain containing protein, putative	ZUnknown
Tb927.1.3810	hypothetical protein, conserved	ZUnknown
Tb927.1.3840	hypothetical protein, conserved	ZUnknown
Tb927.1.3860	hypothetical protein, conserved	ZUnknown
Tb927.1.3880	Fusaric acid resistance protein-like, putative	ZUnknown
Tb927.1.3910	TPR repeat, putative	ZUnknown
Tb927.1.3940	hypothetical protein, conserved	ZUnknown
Tb927.1.4040	hypothetical protein, conserved	ZUnknown
Tb927.1.4140	Protein of unknown function (DUF1448), putative	ZUnknown
Tb927.1.4160	hypothetical protein, conserved	ZUnknown
Tb927.1.4250	hypothetical protein, conserved	ZUnknown
Tb927.1.4310	FAZ2 flagellar attachment zone protein	Cytoskeleton
Tb927.1.4340	hypothetical protein, conserved	ZUnknown
Tb927.1.4370	Putative integral membrane protein conserved region (DUF2404), putative	ZUnknown
Tb927.1.4380	Putative integral membrane protein conserved region (DUF2404), putative	ZUnknown
Tb927.1.4400	hypothetical protein, conserved	ZUnknown
Tb927.1.4410	hypothetical protein, conserved	ZUnknown
Tb927.1.4440	hypothetical protein, conserved	ZUnknown
Tb927.1.4450	Ion channel/Calcium-activated BK potassium channel alpha subunit, putative	ZUnknown
Tb927.1.4470	hypothetical protein, conserved	ZUnknown
Tb927.1.4500	SNARE associated Golgi protein, putative	ZUnknown
Tb927.1.4680	hypothetical protein, conserved	ZUnknown
Tb927.1.4700	hypothetical protein, conserved	ZUnknown
Tb927.1.4710	hypothetical protein, conserved	ZUnknown
Tb927.1.4720	SET domain containing protein, putative	ZUnknown
Tb927.1.4730	Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative	ZUnknown
Tb927.1.4740	FAM91 N-terminus/FAM91 C-terminus, putative	ZUnknown
Tb927.1.4760	Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative	ZUnknown
Tb927.1.4800	hypothetical protein, conserved	ZUnknown
Tb927.1.560	WD domain, G-beta repeat, putative	ZUnknown
Tb927.1.610	hypothetical protein, conserved	ZUnknown
Tb927.1.650	conserved protein, unknown function	ZUnknown
Tb927.1.670	conserved protein, unknown function	ZUnknown
Tb927.1.690	hypothetical protein, conserved	ZUnknown
Tb927.1.830	hypothetical protein, conserved	ZUnknown
Tb927.1.890	hypothetical protein, conserved	ZUnknown
