GeneID	Annotation	Class	ORFlength
Tb927.4.2810	hypothetical protein	ZUnknown	798
Tb927.4.2820	hypothetical protein, conserved	ZUnknown	3006
Tb927.4.2830	hypothetical protein, conserved	ZUnknown	696
Tb927.4.2840	hypothetical protein, conserved	ZUnknown	750
Tb927.4.2850	hypothetical protein, conserved	ZUnknown	2046
Tb927.4.2860	EAP30/Vps36 family, putative	ZUnknown	1044
Tb927.4.2870	hypothetical protein, conserved	ZUnknown	852
Tb927.4.2880	TbNup225 Inner ring	Nuclear.transport	6213
Tb927.4.2890	hypothetical protein, conserved	ZUnknown	1896
Tb927.4.2900	hypothetical protein, conserved	ZUnknown	2757
Tb927.4.2910	hypothetical protein, conserved	ZUnknown	1755
Tb927.4.2920	hypothetical protein, conserved	ZUnknown	2901
Tb927.4.2930	OsmC-like protein, putative	ZUnknown	816
Tb927.4.2940	hypothetical protein, conserved	ZUnknown	987
Tb927.4.2950	mitochondrial DNA polymerase I protein A, putative	Mito.DNA	2877
Tb927.4.2960	hypothetical protein, conserved	ZUnknown	366
Tb927.4.2970	chaperone protein DNAj, putative	Chaperone	1008
Tb927.4.2980	hypothetical protein, conserved	ZUnknown	660
Tb927.4.2990	hypothetical protein, conserved, mono ntd cyclase domains at Cter	ZUnknown	3870
Tb927.4.3000	hypothetical protein, conserved, F-box domains,P-loop Ntd triphosphate hydrolase	ZUnknown	1305
Tb927.4.3010	hypothetical protein, conserved	ZUnknown	615
Tb927.4.3020	ATP-dependent DEAH-box RNA helicase, putative	Mito.RNA	4323
Tb927.4.3030	hypothetical protein, conserved	ZUnknown	1416
Tb927.4.3040	Enriched in surface-labeled proteome protein 11 (ESP11)	ZUnknown	618
Tb927.4.3050	hypothetical protein, has a prim pol domain	ZUnknown	
Tb927.4.3060	hypothetical protein, conserved, PLP dependent transferases like domain	ZUnknown	447
Tb927.4.3070	hypothetical protein, conserved	ZUnknown	1347
Tb927.4.3080	Uncharacterised ACR, YggU family COG1872, putative	ZUnknown	498
Tb927.4.3090	hypothetical protein, conserved	ZUnknown	699
Tb927.4.310	hypothetical protein, conserved, C-terminal HECT E3 ligase domain (Neddylation)	Ubiquitin.proteasome	19842
Tb927.4.3100	hypothetical protein, conserved	ZUnknown	1095
Tb927.4.3110	tRNA-dihydrouridine synthase 4, putative	rRNA.tRNA.process	1260
Tb927.4.3120	bilobe protein, conserved	ZUnknown	2802
Tb927.4.3130	Spef1, flagellar component	Cytoskeleton	828
Tb927.4.3140	Homologue of yeast SDO1 and human SBDS, involved in 60S ribosome maturation	rRNA.tRNA.process	1407
Tb927.4.3150	hypothetical protein, conserved, ATPase domain of HSP90, DNA TopoII	ZUnknown	1032
Tb927.4.3160	Dihydroxyacetonephosphate acyltransferase	Lipids	3729
Tb927.4.3170	hypothetical protein, conserved	ZUnknown	2691
Tb927.4.3180	hypothetical protein, conserved	ZUnknown	648
Tb927.4.320	Eukaryotic protein of unknown function (DUF914), putative	ZUnknown	1257
Tb927.4.3200	hypothetical protein, conserved	ZUnknown	
Tb927.4.3220	hypothetical protein, conserved	ZUnknown	
Tb927.4.3240	hypothetical protein, conserved	ZUnknown	
Tb927.4.3260	hypothetical protein, conserved	ZUnknown	
Tb927.4.3280	ESAG2, putative	ESAG	
Tb927.4.3290	ESAG2-like	ESAG	
Tb927.4.330	hypothetical protein, conserved	Mito.pathway	1140
Tb927.4.3300	mitochondrial ATP-dependent zinc metallopeptidase, putative	Mito.pathway	2160
Tb927.4.3310	TPR repeat/SET domain containing protein, putative	ZUnknown	2022
Tb927.4.3320	uracil phosphoribosyltransferase, putative	Nucleotides	723
Tb927.4.3330	hypothetical protein, conserved, EF hand	Calcium	552
Tb927.4.3340	hypothetical protein, conserved, in MCM-BP-TAP	ZUnknown	1311
Tb927.4.3350	N2227-like protein, putative	ZUnknown	1254
Tb927.4.3360	hypothetical protein, conserved	ZUnknown	1335
Tb927.4.3370	hypothetical protein, conserved	ZUnknown	918
Tb927.4.3380	MYO1 myosin IB heavy chain, in Tc vacuolar proteome and clathrin-associated	Vesicular.transport	3504
Tb927.4.3390	tuzin, putative	Cytoskeleton	2028
Tb927.4.340	hypothetical protein, conserved	ZUnknown	690
Tb927.4.3400	hypothetical protein, conserved, ARM repeat	ZUnknown	1818
Tb927.4.3410	selenoprotein, putative	ZUnknown	2340
Tb927.4.3420	WEE1 protein kinase	Cell.cycle	1812
Tb927.4.3430	hypothetical protein, conserved	ZUnknown	330
Tb927.4.3440	BB50	Cytoskeleton	1353
Tb927.4.3450	Mitochondrial ATP synthase subunit, putative	Mito.pathway	345
Tb927.4.3470	hypothetical protein, conserved, no yeast or human match	ZUnknown	1806
Tb927.4.3480	hypothetical protein	ZUnknown	552
Tb927.4.3490	DNA-directed RNA polymerase subunit, putative, (RPB6)	RNA.synthesis	435
Tb927.4.350	hypothetical protein, conserved	ZUnknown	1527
Tb927.4.3500	Amastin surface glycoprotein, putative	ZUnknown	531
Tb927.4.3520	Amastin surface glycoprotein, putative	ZUnknown	537
Tb927.4.3530	hypothetical protein, conserved	ZUnknown	2133
Tb927.4.3540	hypothetical protein, conserved	ZUnknown	1140
Tb927.4.3560	protein phoshatase 1, putative	Protein.phosphatase	981
Tb927.4.3580	Transcription factor Pcc1, putative	ZUnknown	312
Tb927.4.360	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	Amino.acids	843
Tb927.4.3650	serine threonine-protein phosphatase PP1, putative	ZUnknown	510
Tb927.4.3660	hypothetical protein, conserved	Mito.pathway	1446
Tb927.4.3670	CBF/Mak21 family, putative	ZUnknown	1374
Tb927.4.3680	protein phosphatase 2C, putative	Protein.phosphatase	840
Tb927.4.3690	Mitchondrial SSU ribosomal protein, Iron/manganese superoxide dismutases, C-terminal domain containing protein, putative	Mito.translation	1320
Tb927.4.370	hypothetical protein, conserved	ZUnknown	1221
Tb927.4.3700	hypothetical protein, conserved	ZUnknown	2517
Tb927.4.3710	Predicted membrane protein, putative	ZUnknown	510
Tb927.4.3720	Uncharacterized conserved protein (DUF2039), putative	ZUnknown	690
Tb927.4.3730	hypothetical protein, conserved	ZUnknown	513
Tb927.4.3760	hypothetical protein	ZUnknown	1206
Tb927.4.3770	protein kinase, putative	Protein.kinase	1458
Tb927.4.3780	hypothetical protein, conserved	ZUnknown	408
Tb927.4.3790	ubiquitin carboxyl-terminal hydrolase, Clan CA cysteine peptidase, family C12, putative	Ubiquitin.proteasome	1398
Tb927.4.380	WD domain, G-beta repeat, putative	ZUnknown	1002
Tb927.4.3800	hypothetical protein, conserved	ZUnknown	969
Tb927.4.3810	DNA-directed RNA polymerase II subunit 2, p(RPB2)	RNA.synthesis	3573
Tb927.4.3820	hypothetical protein, conserved	ZUnknown	1281
Tb927.4.3830	hypothetical protein, conserved	ZUnknown	477
Tb927.4.3840	nucleolar protein, putative	rRNA.tRNA.process	1578
Tb927.4.3850	WDR12	rRNA.tRNA.process	1362
Tb927.4.3890	ATP-dependent DEAD/H RNA helicase, weak match to HsDDX39 (translation of structured mRNAs)  no clear yeast homologue	RNA.helicase	3282
Tb927.4.390	hypothetical protein, conserved	ZUnknown	351
Tb927.4.3900	hypothetical protein, conserved	ZUnknown	1197
Tb927.4.3920	CRAL/TRIO domain containing protein, putative	ZUnknown	3240
Tb927.4.3930	amino acid transporter, putative	Amino.acid.transport	1362
Tb927.4.3940	calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative (TbCALP2)	Protease	2379
Tb927.4.3960	hypothetical protein, conserved	ZUnknown	654
Tb927.4.3970	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown	1464
Tb927.4.3980	chaperone protein DNAj, putative	Chaperone	1488
Tb927.4.400	DRBD7	RNA.binding	1155
Tb927.4.4030	CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13, putative	ZUnknown	1566
Tb927.4.4040	hypothetical protein, conserved	ZUnknown	780
Tb927.4.4050	glycosomal transporter (GAT1)	Glycosome	2052
Tb927.4.4060	hypothetical protein, conserved	ZUnknown	2832
Tb927.4.4070	Mevalonate kinase	Prenylation	990
Tb927.4.4080	C-5 sterol desaturase, putative	Sterols	741
Tb927.4.4090	hypothetical protein, conserved	ZUnknown	990
Tb927.4.410	CAF40	RNA.degradation	951
Tb927.4.4100	hypothetical protein, conserved	ZUnknown	1620
Tb927.4.4110	hypothetical protein, conserved	ZUnknown	1539
Tb927.4.4120	hypothetical protein, conserved	ZUnknown	399
Tb927.4.4140	hypothetical protein, conserved	ZUnknown	1989
Tb927.4.4150	mitochondrial RNA binding complex 1 subunit (MRB4150)	Mito.RNA	2805
Tb927.4.4170	rRNA methyltransferase, putative	rRNA.tRNA.process	855
Tb927.4.4180	hypothetical protein, conserved	ZUnknown	2499
Tb927.4.4190	C2 domain containing protein, putative	ZUnknown	474
Tb927.4.420	TOR2 protein kinase	Signalling	7239
Tb927.4.4200	hypothetical protein, conserved	ZUnknown	675
Tb927.4.4210	ATP-dependent zinc metallopeptidase, putative,metallo-peptidase, Clan MA(E) Family M41	Protease	2634
Tb927.4.4220	small GTP-binding rab protein, putative (TbRX2)	Vesicular.transport	1692
Tb927.4.4230	RBP31, in silico screen suggests component of motile flagellae.	RNA.binding	2268
Tb927.4.4240	hypothetical protein, conserved	ZUnknown	993
Tb927.4.430	proteasome beta 7 subunit	Ubiquitin.proteasome	657
Tb927.4.4300	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.e.transport	1692
Tb927.4.4310	TbNup64 Connect inner-outer, FG, symmetrical, paralogue pf Nup75	Nuclear.transport	1872
Tb927.4.4320	divalent cation tolerance protein, putative	ZUnknown	351
Tb927.4.4340	Domain of unknown function (DUF4498), putative	ZUnknown	1098
Tb927.4.4350	emp24/gp25L/p24 family/GOLD, putative	ZUnknown	612
Tb927.4.4360	monoglyceride lipase, putative	Lipids	933
Tb927.4.4380	vacuolar-type proton translocating pyrophosphatase 1, putative (PPase1)	Lysosome	2481
Tb927.4.4390	hypothetical protein	ZUnknown	555
Tb927.4.440	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.pathway	339
Tb927.4.4400	hypothetical protein, conserved	ZUnknown	5211
Tb927.4.4480	hypothetical protein, conserved	ZUnknown	2844
Tb927.4.4490	multidrug resistance protein E,p-glycoprotein (MRPE)	Transporter	5280
Tb927.4.450	coatomer alpha subunit, putative (TbCoatomerAlpha)	Vesicular.transport	3579
Tb927.4.4500	hypothetical protein, conserved	ZUnknown	3513
Tb927.4.4510	protein phosphatase 2C, putative	Protein.phosphatase	4629
Tb927.4.4520	hypothetical protein, conserved, , polyP and Q  in middle	ZUnknown	1515
Tb927.4.4530	hypothetical protein, conserved	ZUnknown	3426
Tb927.4.4540	zinc finger domain, LSD1 subclass, putative	Zinc.finger	366
Tb927.4.4550	hypothetical protein, conserved	ZUnknown	2472
Tb927.4.4560	hypothetical protein, conserved	ZUnknown	3243
Tb927.4.4570	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	2709
Tb927.4.4580	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	3252
Tb927.4.4590	protein kinase, putative	Protein.kinase	1683
Tb927.4.460	Alkylated DNA repair protein (alkB homolog), putative	DNA	972
Tb927.4.4600	Mitchondrial LSU ribosomal protein L51/S25	Mito.translation	783
Tb927.4.4610	Mitchondrial LSU ribosomal protein	Mito.translation	960
Tb927.4.4620	cytochrome oxidase subunit VIII (COXVIII)	Mito.e.transport	474
Tb927.4.4630	hypothetical protein, conserved	ZUnknown	366
Tb927.4.4640	hypothetical protein, conserved	ZUnknown	555
Tb927.4.4650	diphthine synthase, putative	Enzyme	810
Tb927.4.4660	Protein of unknown function DUF84, putative	ZUnknown	546
Tb927.4.4670	MYND finger, putative	ZUnknown	1452
Tb927.4.4680	GINS complex subunit PSF3, replication initiation	DNA	537
Tb927.4.4690	hypothetical protein, conserved	ZUnknown	837
Tb927.4.470	snoRNP protein GAR1, putative	rRNA.tRNA.process	690
Tb927.4.4700	hypothetical protein, conserved	ZUnknown	810
Tb927.4.4710	hypothetical protein, conserved	ZUnknown	3090
Tb927.4.4720	KRIPP7/TbPPR7 Kinetoplast ribosomal PPR-repeat containing protein	Mito.translation	1584
Tb927.4.4740	ER to golgi transport of GPI proteins OR Dihydroceramide synthase)	Lipids	1179
Tb927.4.4750	hypothetical protein, conserved	ZUnknown	1272
Tb927.4.4760	Cullin family/Cullin protein neddylation domain containing protein, putative	ZUnknown	2862
Tb927.4.4770	hypothetical protein	ZUnknown	984
Tb927.4.4780	hypothetical protein	ZUnknown	546
Tb927.4.4790	hypothetical protein, conserved	ZUnknown	687
Tb927.4.480	Cullin binding, putative	ZUnknown	699
Tb927.4.4810	hypothetical protein, conserved	ZUnknown	696
Tb927.4.4880	RING-variant domain containing protein, putative	ZUnknown	2583
Tb927.4.4890	CorA-like Mg2+ transporter protein, putative	ZUnknown	1584
Tb927.4.490	hypothetical protein, conserved	ZUnknown	1647
Tb927.4.4900	hypothetical protein	ZUnknown	1509
Tb927.4.4930	hypothetical protein, conserved	ZUnknown	4338
Tb927.4.4940	hypothetical protein, conserved, poly(Q), no clear yeast or human matches	ZUnknown	2010
Tb927.4.4950	hypothetical protein, conserved	ZUnknown	1713
Tb927.4.4980	FDXB ferredoxin	Mito.pathway	504
Tb927.4.4990	ubiquinol-cytochrome c reductase, putative	Mito.e.transport	216
Tb927.4.500	FHA domain containing protein, putative	ZUnknown	1293
Tb927.4.5000	TerD domain containing protein, putative	ZUnknown	2580
Tb927.4.5010	calreticulin, putative	Vesicular.transport	1188
Tb927.4.5020	RNA polymerase IIA largest subunit (RPB1)	RNA.synthesis	5298
Tb927.4.5040	dihydrolipoamide dehydrogenase, putative	Enzyme	1746
Tb927.4.5060	hypothetical protein	ZUnknown	816
Tb927.4.5070	CRAL/TRIO domain containing protein, putative	ZUnknown	1338
Tb927.4.5080	hypothetical protein, conserved	ZUnknown	390
Tb927.4.510	hypothetical protein, conserved	ZUnknown	438
Tb927.4.5110	KKT8 Kinetochore protein	Cell.cycle	1200
Tb927.4.5130	KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative	ZUnknown	798
Tb927.4.5170	60S ribosomal protein L7/L12, putative	Ribosome	504
Tb927.4.5190	hypothetical protein, conserved	ZUnknown	450
Tb927.4.520	hypothetical protein, conserved	ZUnknown	612
Tb927.4.5210	hypothetical protein, conserved	ZUnknown	255
Tb927.4.5220	hypothetical protein	ZUnknown	963
Tb927.4.5230	hypothetical protein, conserved	ZUnknown	696
Tb927.4.530	hypothetical protein, conserved	ZUnknown	1533
Tb927.4.5330	hypothetical protein	ZUnknown	2652
Tb927.4.5380	hypothetical protein, conserved	ZUnknown	4383
Tb927.4.5390	NRKA serine/threonine-protein kinase	Protein.kinase	1296
Tb927.4.540	hypothetical protein, conserved	ZUnknown	1548
Tb927.4.5440	hypothetical protein	ZUnknown	744
Tb927.4.550	Zinc knuckle, putative	Zinc.finger	435
Tb927.4.560	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	Cytoskeleton	12699
Tb927.4.570	Replication factor-A C terminal domain containing protein, putative	ZUnknown	1797
Tb927.4.5790	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Glycans	870
Tb927.4.580	hypothetical protein, conserved	ZUnknown	1281
Tb927.4.590	PQQ-like domain/Protein of unknown function (DUF1620), putative	ZUnknown	2457
Tb927.4.600	Alpha/beta hydrolase family, putative	Mito.pathway	954
Tb927.4.610	PX domain containing protein, putative	ZUnknown	1416
Tb927.4.620	hypothetical protein, conserved	ZUnknown	7512
Tb927.4.630	hypothetical protein, conserved	Mito.pathway	906
Tb927.4.640	GRIP domain containing protein, putative	ZUnknown	1389
Tb927.4.650	chaperone protein DNAj, putative	Chaperone	738
Tb927.4.660	hypothetical protein, conserved	ZUnknown	2064
Tb927.4.670	conserved protein, unknown function	ZUnknown	1959
Tb927.4.680	hypothetical protein, conserved	ZUnknown	1080
Tb927.4.690	geranylgeranyl transferase type II beta subunit, putative	Prenylation	999
Tb927.4.700	hypothetical protein, conserved	ZUnknown	753
Tb927.4.710	hypothetical protein, conserved	ZUnknown	825
Tb927.4.720	hypothetical protein, conserved, no clear yeast or human matches	Mito.pathway	318
Tb927.4.730	Peptidase family C78, putative	ZUnknown	1479
Tb927.4.740	Rgp1, putative	ZUnknown	1296
Tb927.4.750	50S ribosomal protein L7Ae, putative	Mito.translation	438
Tb927.4.760	adaptin complex AP1 gamma subunit	Vesicular.transport	2406
Tb927.4.770	ubiquitin-protein ligase, putative (upl3)	Ubiquitin.proteasome	3861
Tb927.4.780	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y, putative	ZUnknown	258
Tb927.4.790	hypothetical protein, conserved	ZUnknown	663
Tb927.4.800	TOR3 protein kinase = TOR-like 1	Signalling	7788
Tb927.4.810	ESAG5, putative	ESAG	1452
Tb927.4.820	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	1146
Tb927.4.830	cytochrome c oxidase assembly protein PET191, putative	Mito.pathway	291
Tb927.4.840	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative	ZUnknown	1239
Tb927.4.850	hypothetical protein, conserved	ZUnknown	567
Tb927.4.860	hypothetical protein, conserved	ZUnknown	903
Tb927.4.870	dynein heavy chain DNAH10  IAD-1alpha inner arm dynein heavy chain	Cytoskeleton	13800
Tb927.4.880	TPR-repeat-containing chaperone protein DNAJ, putative	Chaperone	1917
Tb927.4.890	small nuclear ribonucleoprotein SmD3, in U2	RNA.processing	348
Tb927.4.900	hypothetical protein, conserved	ZUnknown	696
Tb927.4.910	hypothetical protein, conserved	ZUnknown	777
Tb927.4.920	TPR repeat, putative	ZUnknown	762
Tb927.4.930	Mitchondrial LSU ribosomal protein L14, putative	Mito.translation	570
Tb927.4.940	hypothetical protein, conserved	ZUnknown	594
Tb927.4.950	hypothetical protein, conserved	ZUnknown	975
Tb927.4.960	WD domain, G-beta repeat, putative	ZUnknown	3537
Tb927.4.970	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	669
Tb927.4.980	actin, putative	Cytoskeleton	1119
Tb927.4.990	hypothetical protein, conserved	ZUnknown	1053
Tb927.5.1000	ubiquitin-conjugating enzyme e2, putative	Ubiquitin.proteasome	447
Tb927.5.1010	hypothetical protein, conserved	ZUnknown	3948
Tb927.5.1020	disulfide isomerase, putative	Chaperone	1770
Tb927.5.1030	Iron-sulfur assembly protein 2 (Isa2)	Enzyme	522
Tb927.5.1040	hypothetical protein	ZUnknown	594
Tb927.5.1050	hypothetical protein	ZUnknown	813
Tb927.5.1060	Complex III beta-MMP subunit of cytochrom b/c1 complex	Mito.e.transport	1470
Tb927.5.1070	hypothetical protein, conserved	Cytoskeleton	2748
Tb927.5.1080	RBP22	RNA.binding	714
Tb927.5.1090	threonyl-tRNA synthetase, putative	Translation.tRNA	2400
Tb927.5.1100	PEX5 peroxisome targeting signal 1 receptor	Glycosome	1968
Tb927.5.1130	hypothetical protein, conserved	Mito.pathway	939
Tb927.5.1140	Ethanolamine kinase 1	Lipids	1886
Tb927.5.1150	ATP-dependent RNA helicase, Prp43, splicing & rRNA processing	RNA.processing	2208
Tb927.5.1160	Degradation arginine-rich protein for mis-folding, putative	ZUnknown	687
Tb927.5.1170	hypothetical protein, conserved	ZUnknown	465
Tb927.5.1180	hypothetical protein, conserved	ZUnknown	2589
Tb927.5.120	ESAG9, putative	ESAG	774
Tb927.5.1200	CSL4 exosome component 	RNA.degradation	930
Tb927.5.1210	short-chain dehydrogenase, putative	Enzyme	936
Tb927.5.1220	hypothetical protein, conserved	ZUnknown	567
Tb927.5.1230	hypothetical protein, conserved	ZUnknown	1452
Tb927.5.1240	LicD family, putative	ZUnknown	1059
Tb927.5.1250	GAF domain/TIP41-like family, putative	ZUnknown	1731
Tb927.5.1260	Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family, putative	ZUnknown	1722
Tb927.5.1270	hypothetical protein, conserved	ZUnknown	648
Tb927.5.1280	alanine racemase, putative	Amino.acids	774
Tb927.5.1290	hypothetical protein, conserved	ZUnknown	1419
Tb927.5.1300	vacuolar proton translocating ATPase subunit A, putative	Lysosome	2352
Tb927.5.1310	protoheme IX farnesyltransferase, putative	Mito.pathway	1116
Tb927.5.1320	hypothetical protein, conserved	ZUnknown	2454
Tb927.5.1330	hypothetical protein, conserved	ZUnknown	2958
Tb927.5.1340	component of PRP19 complex, putative	RNA.processing	2463
Tb927.5.1350	hypothetical protein, conserved	ZUnknown	1011
Tb927.5.1360	nucleoside 2-deoxyribosyltransferase (NDRT)	Nucleotides	462
Tb927.5.1370	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	714
