GeneID	Annotation	Class	TranscriptLength
Tb927.3.590	adenosine transporter, putative	Nucleotides	1557
Tb927.3.600	hypothetical protein	ZUnknown	5013
Tb927.3.610	N-acetyltransferase complex ARD1 subunit, putative	Enzyme	3020
Tb927.3.620	ATP-dependent DEAD/H RNA helicase, putative Dbp7, ribosome biogenesis?	rRNA.tRNA.process	2635
Tb927.3.630	hypothetical protein, conserved	ZUnknown	507
Tb927.3.640	hypothetical protein, conserved	ZUnknown	1038
Tb927.3.650	hypothetical protein, conserved	ZUnknown	472
Tb927.3.660	hypothetical protein, conserved	ZUnknown	1219
Tb927.3.670	hypothetical protein	ZUnknown	1552
Tb927.3.680	cytochrome P450, putative	Mito.e.transport	3188
Tb927.3.690	protein kinase, putative	Protein.kinase	2692
Tb927.3.700	hypothetical protein, conserved, no clear yeast or human matches	ZUnknown	867
Tb927.3.710	RING-variant domain containing protein, putative	ZUnknown	3242
Tb927.3.720	ZFP3	RNA.binding	1148
Tb927.3.730	hypothetical protein, conserved	ZUnknown	2073
Tb927.3.740	ZC3H5	RNA.binding	2260
Tb927.3.750	SET domain containing protein, putative	Mito.pathway	1553
Tb927.3.760	hypothetical protein, conserved	ZUnknown	1680
Tb927.3.770	Mitchondrial SSU ribosomal protein	Mito.translation	603
Tb927.3.780	proteasome alpha 7 subunit (TbPSA7)	Ubiquitin.proteasome	1032
Tb927.3.790	ZC3H6	RNA.binding	1100
Tb927.3.800	Vacuolar iron transporter VIT1	Transporter	1792
Tb927.3.810	hypothetical protein, conserved	ZUnknown	1005
Tb927.3.820	Mitchondrial LSU ribosomal protein	Mito.translation	648
Tb927.3.830	flap endonuclease-1 (FEN-1), putative	DNA	1374
Tb927.3.840	hypothetical protein, conserved	ZUnknown	1595
Tb927.3.850	hypothetical protein, conserved	ZUnknown	4367
Tb927.3.860	Acyl carrier protein, mitochondrial	Lipids	1348
Tb927.3.870	hypothetical protein, conserved, match to histone RNA hairpin binding proteins	RNA.binding	1375
Tb927.3.880	Ankyrin repeats (3 copies), putative	ZUnknown	760
Tb927.3.890	hypothetical protein, conserved	ZUnknown	943
Tb927.3.900	PUB domain containing protein, putative	ZUnknown	1168
Tb927.3.910	gamma-tubulin	Cytoskeleton	1533
Tb927.3.920	hypothetical protein, conserved	ZUnknown	4017
Tb927.3.930	OADalpha outer arm dynein heavy chain	Cytoskeleton	15008
Tb927.3.940	Complex 1 protein (LYR family), putative	Mito.pathway	1012
Tb927.3.950	2OG-Fe(II) oxygenase superfamily, putative	Mito.pathway	2373
Tb927.3.960	protein transport protein Sec61 gamma subunit, putative	Vesicular.transport	841
Tb927.3.970	Mitchondrial SSU ribosomal protein	Mito.translation	1414
Tb927.3.980	hypothetical protein, conserved	ZUnknown	2289
Tb927.3.990	hypothetical protein, conserved	ZUnknown	2110
Tb927.4.1000	hypothetical protein, conserved	ZUnknown	4231
Tb927.4.1010	hypothetical protein	ZUnknown	276
Tb927.4.1020	Serine palmitoyltransferase	Lipids	1605
Tb927.4.1030	Protein of unknown function (DUF501), putative	ZUnknown	1203
Tb927.4.1040	hypothetical protein, conserved	ZUnknown	995
Tb927.4.1050	inositol-pentakisphosphate 2-kinase, putative	ZUnknown	1587
Tb927.4.1060	hypothetical protein, conserved	ZUnknown	3306
Tb927.4.1070	Mitchondrial LSU ribosomal protein L13, putative	Mito.translation	781
Tb927.4.1080	V-type ATPase, A subunit, putative	Lysosome	2042
Tb927.4.1090	endosomal integral membrane protein, putative	Vesicular.transport	2405
Tb927.4.1110	hypothetical protein, conserved, predicted GPI anchor	Membrane.protein	1957
Tb927.4.1120	hypothetical protein, conserved	ZUnknown	2097
Tb927.4.1130	Complex 1 protein (LYR family), putative	Mito.pathway	1207
Tb927.4.1140	PI4 kinase	Signalling	1837
Tb927.4.1150	hypothetical protein, conserved	ZUnknown	2497
Tb927.4.1170	ankyrin, putative	Cytoskeleton	1083
Tb927.4.1180	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	ZUnknown	1013
Tb927.4.1190	LicD family, putative	ZUnknown	651
Tb927.4.1210	hypothetical protein	ZUnknown	555
Tb927.4.1220	leucine-rich repeat protein (LRRP)	LRRP	1012
Tb927.4.1230	hypothetical protein	ZUnknown	1391
Tb927.4.1240	hypothetical protein	ZUnknown	876
Tb927.4.1250	PEX1 peroxisome biogenesis factor 1	Glycosome	3131
Tb927.4.1260	hypothetical protein, conserved	ZUnknown	1318
Tb927.4.1270	ruvB-like DNA helicase, putative	DNA	1758
Tb927.4.1280	Tetratricopeptide repeat, putative	ZUnknown	1375
Tb927.4.1290	hypothetical protein, conserved	ZUnknown	841
Tb927.4.1300	amidinotransferase, putative	ZUnknown	1964
Tb927.4.1310	ZC3H9	RNA.binding	1616
Tb927.4.1320	hypothetical protein, conserved	ZUnknown	2900
Tb927.4.1330	DNA topoisomerase IB, large subunit	DNA	2323
Tb927.4.1340	CPSF73 	RNA.processing	2725
Tb927.4.1350	glyoxalase II (glx2-2)	Redox	1621
Tb927.4.1360	Aldose-1-epimerase, putative	Glucose.glycerol	1492
Tb927.4.1370	hypothetical protein, conserved	ZUnknown	655
Tb927.4.1380	D-Tyr-tRNA(Tyr) deacylase, putative	ZUnknown	685
Tb927.4.1390	hypothetical protein, conserved	ZUnknown	3967
Tb927.4.1400	vacuolar transport protein 4A, putative	Lysosome	1479
Tb927.4.1410	hypothetical protein, conserved	ZUnknown	1661
Tb927.4.1420	hypothetical protein, conserved	ZUnknown	910
Tb927.4.1430	hypothetical protein, conserved	ZUnknown	1756
Tb927.4.1440	probable rRNA maturation factor YbeY, putative	Mito.pathway	806
Tb927.4.1450	hypothetical protein, conserved	ZUnknown	1332
Tb927.4.1460	Zn-finger in ubiquitin-hydrolases and other protein, putative	Zinc.finger	1629
Tb927.4.1470	Domain of unknown function (DUF4379), putative	ZUnknown	510
Tb927.4.1480	Beta-lactamase superfamily domain/DNA repair metallo-beta-lactamase, putative	ZUnknown	3075
Tb927.4.1490	hypothetical protein, conserved	ZUnknown	2048
Tb927.4.1500	RNA editing associated helicase 2 (REH2) MRB 1 subunit	Mito.RNA	6930
Tb927.4.1510	phospholipid-translocating ATPase, putative	Lipids	3251
Tb927.4.1520	Pestivirus Npro endopeptidase C53, putative	ZUnknown	597
Tb927.4.1530	hypothetical protein, conserved	ZUnknown	2945
Tb927.4.1540	POMP27, NAD-dependent epimerase, aldehyde reductase, one putative TM domain	Mito.membrane	4437
Tb927.4.1550	hypothetical protein, conserved	ZUnknown	2984
Tb927.4.1560	hypothetical protein, conserved	ZUnknown	1689
Tb927.4.1570	hypothetical protein, conserved	ZUnknown	1215
Tb927.4.1580	WW domain containing protein, putative	ZUnknown	1098
Tb927.4.1590	POMP28	Mito.membrane	NA
Tb927.4.1600	AAA domain containing protein, putative	ZUnknown	1100
Tb927.4.1610	VDAC-like	Ions	1845
Tb927.4.1620	phosphatidylinositol 4-phosphate 5-kinase alpha (PIPKA)	Signalling	2146
Tb927.4.1630	RRP6	RNA.degradation	2227
Tb927.4.1640	UDP-galactose transporter, putative	Glycans	1646
Tb927.4.1650	hypothetical protein, conserved	ZUnknown	2363
Tb927.4.1660	mitochondrial carrier protein, MCP6	Mito.transport	3554
Tb927.4.1670	POMP29, cytochrome b5-like haem-binding domain	Mito.e.transport	1000
Tb927.4.1680	ZC3H10	RNA.binding	2050
Tb927.4.1690	Retinal Maintenance, putative	ZUnknown	1786
Tb927.4.1700	protein kinase, putative	Protein.kinase	3081
Tb927.4.1710	rhodanese-like domain containing protein, putative	ZUnknown	1296
Tb927.4.1720	nucleoside diphosphate kinase, putative	Nucleotides	1269
Tb927.4.1730	hypothetical protein, conserved, kinetoplastid-specific	ZUnknown	1222
Tb927.4.1740	hypothetical protein, conserved	ZUnknown	1632
Tb927.4.1750	hypothetical protein, conserved	ZUnknown	1199
Tb927.4.1760	hypothetical protein, conserved	Mito.pathway	1163
Tb927.4.1770	hypothetical protein, conserved	ZUnknown	700
Tb927.4.1780	hypothetical protein, conserved	ZUnknown	1554
Tb927.4.1790	60S ribosomal protein L3	Ribosome	1310
Tb927.4.1810	Mitchondrial LSU ribosomal protein	Mito.translation	1307
Tb927.4.1820	selenocysteine-tRNA-specific elongation factor, putative	Translation	2202
Tb927.4.1830	Urm1 (Ubiquitin related modifier), putative	ZUnknown	651
Tb927.4.1840	Carboxypeptidase Nna1-like protein, putative	Protease	3130
Tb927.4.1850	SRP68, putative	Vesicular.transport	1955
Tb927.4.1860	40S ribosomal protein S19	Ribosome	919
Tb927.4.1870	kinetoplastid-specific phospho-protein phosphatase, putative	Protein.phosphatase	4276
Tb927.4.1880	hypothetical protein, conserved	ZUnknown	4363
Tb927.4.1890	hypothetical protein, conserved	ZUnknown	1232
Tb927.4.1900	Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative	ZUnknown	2018
Tb927.4.1910	hypothetical protein, conserved, no domains, K-specific	ZUnknown	4406
Tb927.4.1920	GPI transamidase, putative (TbGPI16)	GPI.anchors	2506
Tb927.4.1930	EIF3G	Translation	1110
Tb927.4.1940	WD domain, G-beta repeat, putative	ZUnknown	2027
Tb927.4.1950	NADPH--cytochrome p450 reductase, putative (CPR)	Enzyme	2185
Tb927.4.1960	hypothetical protein, conserved	ZUnknown	1064
Tb927.4.1970	Domain of unknown function DUF21, putative	ZUnknown	2031
Tb927.4.1980	hypothetical protein, conserved	ZUnknown	2621
Tb927.4.1990	RNA helicase, SUV3 homologue, putative,in mitochondrion	Mito.RNA	2015
Tb927.4.2000	ruvB-like DNA helicase, putative,ATP-dependent DNA helicase, putative	DNA	1548
Tb927.4.2010	Acyl-CoA binding protein	Lipids	848
Tb927.4.2020	adaptin complex AP3 mu subunit	Vesicular.transport	1560
Tb927.4.2050	hypothetical protein	ZUnknown	589
Tb927.4.2060	hypothetical protein, conserved, resemblance to myosin	ZUnknown	2087
Tb927.4.2080	CC2D is a FAZ-ER protein, also present on the basal bodies. CC2D is required for FAZ filament assembly. 	Cytoskeleton	4259
Tb927.4.2090	hypothetical protein	ZUnknown	516
Tb927.4.2100	hypothetical protein	ZUnknown	1203
Tb927.4.2110	protein phosphatase 2C, putative	Protein.phosphatase	3551
Tb927.4.2120	hypothetical protein, conserved	ZUnknown	1561
Tb927.4.2130	hypothetical protein, conserved	ZUnknown	1144
Tb927.4.2140	MBO2,flagellar component	Cytoskeleton	3635
Tb927.4.2150	hypothetical protein, conserved	ZUnknown	638
Tb927.4.2160	hypothetical protein, conserved	ZUnknown	1152
Tb927.4.2170	hypothetical protein, conserved, low homology to phosphatidylserinsynthase	ZUnknown	1446
Tb927.4.2180	60S ribosomal protein L35a	Ribosome	2782
Tb927.4.2190	GTP-binding protein, putative	Enzyme	1873
Tb927.4.2200	Sec7 domain containing protein, putative	ZUnknown	5016
Tb927.4.2210	hypothetical protein, conserved	ZUnknown	2694
Tb927.4.2220	TPR-repeat-containing chaperone protein DNAJ, putative	Chaperone	4116
Tb927.4.2230	dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative	Glycans	1550
Tb927.4.2240	hypothetical protein, conserved, D-aminoacid aminotransferase domain, used for  synthesis of D-glutamic acid and D-alanine	Enzyme	1798
Tb927.4.2250	hypothetical protein, conserved, no known domains	ZUnknown	1792
Tb927.4.2260	Centrin1	Cell.cycle	5668
Tb927.4.2270	Histone-like transcription factor (CBF/NF-Y) and archaeal histone, putative	ZUnknown	1480
Tb927.4.2280	hypothetical protein, conserved	ZUnknown	1881
Tb927.4.2290	glucose transporter, putative	Glucose.glycerol	2317
Tb927.4.2300	hypothetical protein, conserved	ZUnknown	2187
Tb927.4.2310	asparaginyl-tRNA synthetase, putative	Translation.tRNA	2936
Tb927.4.2320	hypothetical protein, conserved	ZUnknown	1364
Tb927.4.2330	hypothetical protein, conserved	ZUnknown	838
Tb927.4.2340	hypothetical protein, conserved	ZUnknown	1665
Tb927.4.2350	G-actin binding protein, putative, twinfilin, putative	Cytoskeleton	1422
Tb927.4.2360	hypothetical protein, conserved	Mito.pathway	1319
Tb927.4.2370	hypothetical protein, conserved	ZUnknown	1733
Tb927.4.2380	sarcoplasmic reticulum glycoprotein, putative	ZUnknown	1875
Tb927.4.2390	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue, resembles Prp43 and Prp22 	RNA.processing	2652
Tb927.4.2400	hypothetical protein, conserved	Cytoskeleton	4657
Tb927.4.2410	Glycosyl hydrolase family 65 central catalytic domain/Haloacid dehalogenase-like hydrolase, putative	ZUnknown	4501
Tb927.4.2420	hypothetical protein, conserved	ZUnknown	480
Tb927.4.2430	Endonuclease/Exonuclease/phosphatase family, putative	ZUnknown	2376
Tb927.4.2440	hypothetical protein, very weak match to yeast ribosomal protein RSM23	Mito.pathway	1779
Tb927.4.2450	Protein Disulfide Isomerase 1	Redox	1721
Tb927.4.2460	kinatase, putative	Enzyme	4369
Tb927.4.2470	ARMTOR (TOR complexes)	Protein.kinase	4069
Tb927.4.2480	8-oxoguanine DNA glycosylase, putative	DNA	2056
Tb927.4.2490	hypothetical protein, conserved	ZUnknown	1248
Tb927.4.2500	eIF2K2 eukaryotic translation initiation factor 2-alpha kinase	Protein.kinase	6090
Tb927.4.2510	multidrug resistance-associated protein, putative,p-glycoprotein (PGPA)	Transporter	5529
Tb927.4.2520	NAD dependent deacetylase SIR2RP3, nicotinic acid mononucleotide 5,6-dimethylbenzimidazole (cobb) protein	Mito.pathway	936
Tb927.4.2530	hypothetical protein, conserved	ZUnknown	1329
Tb927.4.2540	ubiquitin, putative	Ubiquitin.proteasome	857
Tb927.4.2550	hypothetical protein, conserved	ZUnknown	1449
Tb927.4.2560	Cardolipin synthase	Lipids	2835
Tb927.4.2570	hypothetical protein, conserved	ZUnknown	1385
Tb927.4.2580	hypothetical protein, conserved	Mito.pathway	3633
Tb927.4.2590	hypothetical protein, conserved	ZUnknown	5456
Tb927.4.2600	hypothetical protein, conserved	ZUnknown	4927
Tb927.4.2610	hypothetical protein	ZUnknown	589
Tb927.4.2620	hypothetical protein, conserved	ZUnknown	1325
Tb927.4.2630	ATP-dependent DEAD/H RNA helicase, putative Dbp10, ribosome biogenesis?	rRNA.tRNA.process	3056
Tb927.4.2640	In MCM-BP TAP	RNA.synthesis	3853
Tb927.4.2650	Regulator of chromosome condensation (RCC1) repeat, putative	ZUnknown	3322
Tb927.4.2660	hypothetical protein, conserved	ZUnknown	732
Tb927.4.2670	pyroglutamyl-peptidase I, putative (PPI)	Protease	1195
Tb927.4.2680	Zeta toxin, putative	ZUnknown	2977
Tb927.4.2690	hypothetical protein	ZUnknown	813
Tb927.4.2700	HMG-CoA synthase	Prenylation	2032
Tb927.4.2710	ubiquitin-conjugating enzyme e2, putative	Ubiquitin.proteasome	708
Tb927.4.2720	ATP dependent DEAD-box helicase (RH)	Mito.translation	2608
Tb927.4.2730	Kinesin, kinesin-12	Cytoskeleton	3752
Tb927.4.2740	EF hand protein, conserved, RNAi inc diff?	Translation	950
Tb927.4.2750	hypothetical protein, conserved	ZUnknown	4875
Tb927.4.2760	Protein of unknown function (DUF3808), putative	ZUnknown	2739
Tb927.4.2770	hypothetical protein, conserved	ZUnknown	1318
Tb927.4.2780	hypothetical protein, conserved	ZUnknown	2693
Tb927.4.2790	hypothetical protein, conserved	ZUnknown	1762
Tb927.4.2800	R3H-associated N-terminal domain containing protein, putative	ZUnknown	1543
Tb927.4.2810	hypothetical protein	ZUnknown	2145
Tb927.4.2820	hypothetical protein, conserved	ZUnknown	3056
Tb927.4.2830	hypothetical protein, conserved	ZUnknown	972
Tb927.4.2840	hypothetical protein, conserved	ZUnknown	1109
Tb927.4.2850	hypothetical protein, conserved	ZUnknown	3227
Tb927.4.2860	EAP30/Vps36 family, putative	ZUnknown	1279
Tb927.4.2870	hypothetical protein, conserved	ZUnknown	1495
Tb927.4.2880	TbNup225 Inner ring	Nuclear.transport	6690
Tb927.4.2890	hypothetical protein, conserved	ZUnknown	2891
Tb927.4.2900	hypothetical protein, conserved	ZUnknown	3832
Tb927.4.2910	hypothetical protein, conserved	ZUnknown	2035
Tb927.4.2920	hypothetical protein, conserved	ZUnknown	3357
Tb927.4.2930	OsmC-like protein, putative	ZUnknown	1128
Tb927.4.2940	hypothetical protein, conserved	ZUnknown	1192
Tb927.4.2950	mitochondrial DNA polymerase I protein A, putative	Mito.DNA	4085
Tb927.4.2960	hypothetical protein, conserved	ZUnknown	842
Tb927.4.2970	chaperone protein DNAj, putative	Chaperone	1016
Tb927.4.2980	hypothetical protein, conserved	ZUnknown	825
Tb927.4.2990	hypothetical protein, conserved, mono ntd cyclase domains at Cter	ZUnknown	3919
Tb927.4.3000	hypothetical protein, conserved, F-box domains,P-loop Ntd triphosphate hydrolase	ZUnknown	1812
Tb927.4.3010	hypothetical protein, conserved	ZUnknown	1042
Tb927.4.3020	ATP-dependent DEAH-box RNA helicase, putative	Mito.RNA	4323
Tb927.4.3030	hypothetical protein, conserved	ZUnknown	1592
Tb927.4.3040	Enriched in surface-labeled proteome protein 11 (ESP11)	ZUnknown	3558
Tb927.4.3050	hypothetical protein, has a prim pol domain	ZUnknown	477
Tb927.4.3060	hypothetical protein, conserved, PLP dependent transferases like domain	ZUnknown	2284
Tb927.4.3070	hypothetical protein, conserved	ZUnknown	1962
Tb927.4.3080	Uncharacterised ACR, YggU family COG1872, putative	ZUnknown	777
Tb927.4.3090	hypothetical protein, conserved	ZUnknown	1563
Tb927.4.310	hypothetical protein, conserved, C-terminal HECT E3 ligase domain (Neddylation)	Ubiquitin.proteasome	19842
Tb927.4.3100	hypothetical protein, conserved	ZUnknown	1622
Tb927.4.3110	tRNA-dihydrouridine synthase 4, putative	rRNA.tRNA.process	1471
Tb927.4.3120	hook complex protein, conserved	Cytoskeleton	3036
Tb927.4.3130	Spef1, flagellar component	Cytoskeleton	1391
Tb927.4.3140	Homologue of yeast SDO1 and human SBDS, involved in 60S ribosome maturation	rRNA.tRNA.process	1677
Tb927.4.3150	hypothetical protein, conserved, ATPase domain of HSP90, DNA TopoII	ZUnknown	1994
Tb927.4.3160	Dihydroxyacetonephosphate acyltransferase	Lipids	4829
Tb927.4.3170	hypothetical protein, conserved	ZUnknown	4027
Tb927.4.3180	hypothetical protein, conserved	ZUnknown	654
Tb927.4.320	Eukaryotic protein of unknown function (DUF914), putative	ZUnknown	1571
Tb927.4.3200	hypothetical protein, conserved	ZUnknown	930
Tb927.4.3220	hypothetical protein, conserved	ZUnknown	930
Tb927.4.3240	hypothetical protein, conserved	ZUnknown	945
Tb927.4.3260	hypothetical protein, conserved	ZUnknown	927
Tb927.4.3280	ESAG2, putative	ESAG	1233
Tb927.4.3290	ESAG2-like	ESAG	1281
Tb927.4.330	hypothetical protein, conserved	Mito.pathway	1180
Tb927.4.3300	mitochondrial ATP-dependent zinc metallopeptidase, putative	Mito.pathway	2212
Tb927.4.3310	TPR repeat/SET domain containing protein, putative	ZUnknown	3345
Tb927.4.3320	uracil phosphoribosyltransferase, putative	Nucleotides	868
Tb927.4.3330	hypothetical protein, conserved, EF hand	Calcium	1471
Tb927.4.3340	hypothetical protein, conserved, in MCM-BP-TAP	ZUnknown	1878
Tb927.4.3350	N2227-like protein, putative	ZUnknown	2420
Tb927.4.3360	hypothetical protein, conserved	ZUnknown	1625
Tb927.4.3370	hypothetical protein, conserved	ZUnknown	1338
Tb927.4.3380	MYO1 myosin IB heavy chain, in Tc vacuolar proteome and clathrin-associated	Vesicular.transport	3941
Tb927.4.3390	tuzin, putative	Cytoskeleton	2428
Tb927.4.340	hypothetical protein, conserved	ZUnknown	719
Tb927.4.3400	hypothetical protein, conserved, ARM repeat	ZUnknown	1830
Tb927.4.3410	selenoprotein, putative	ZUnknown	2891
Tb927.4.3420	WEE1 protein kinase	Cell.cycle	2426
Tb927.4.3430	hypothetical protein, conserved	ZUnknown	764
Tb927.4.3440	BB50	Cytoskeleton	1753
Tb927.4.3450	Mitochondrial ATP synthase subunit, putative	Mito.pathway	996
Tb927.4.3470	hypothetical protein, conserved, no yeast or human match	ZUnknown	2138
Tb927.4.3480	hypothetical protein	ZUnknown	1243
Tb927.4.3490	DNA-directed RNA polymerase subunit, putative, (RPB6)	RNA.synthesis	573
Tb927.4.350	hypothetical protein, conserved	ZUnknown	2115
Tb927.4.3500	Amastin surface glycoprotein, putative	ZUnknown	1172
Tb927.4.3520	Amastin surface glycoprotein, putative	ZUnknown	1052
Tb927.4.3530	hypothetical protein, conserved	ZUnknown	2517
Tb927.4.3540	hypothetical protein, conserved	ZUnknown	1367
Tb927.4.3560	protein phoshatase 1, putative	Protein.phosphatase	2165
Tb927.4.3580	Transcription factor Pcc1, putative	ZUnknown	905
Tb927.4.360	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	Amino.acids	1757
Tb927.4.3650	serine threonine-protein phosphatase PP1, putative	ZUnknown	1026
Tb927.4.3660	hypothetical protein, conserved	Mito.pathway	1559
Tb927.4.3670	CBF/Mak21 family, putative	ZUnknown	1666
